ticker,style,entry_date,entry_price,qty,exit_date,exit_price,exit_reason,stop_loss,take_profit,entry_atr,n_adds,result_eur,result_pct
WMT,VALUE,2025-02-20,95.9321,2.1614,2025-03-07,89.8847,stop_loss_atr,89.8847,101.9795,2.0158,0,-13.07,-6.3
AZO,MOMENTUM,2025-02-03,3469.0716,0.1162,2025-03-10,3663.759,take_profit_atr,3542.190431640625,3663.759,64.8958,1,22.62,5.61
MSTR,VALUE,2025-02-25,252.6681,2.3861,2025-03-10,273.1446,value_trailing_stop,273.1446024414063,324.3612,23.8977,2,48.86,8.1
MS,VALUE,2025-03-04,116.4777,3.1238,2025-03-10,105.9606,stop_loss_atr,105.9606,128.4519,3.9914,1,-32.85,-9.03
NOW,VALUE,2025-03-04,181.2633,0.7084,2025-03-10,162.2523,stop_loss_atr,162.2523,200.2743,6.337,0,-13.47,-10.49
HON,VALUE,2025-02-06,189.2741,2.7871,2025-03-11,191.054,value_trailing_stop,191.0539859961242,203.42180000000002,4.7159,1,4.96,0.94
ABT,MOMENTUM,2025-03-06,131.7984,1.3759,2025-03-11,129.2191,trailing_stop,129.21905746114962,139.6182,2.6066,0,-3.55,-1.96
AZO,MOMENTUM,2025-03-10,3691.0426,0.0174,2025-03-11,3553.8188,trailing_stop,3553.8188,3896.8783,68.6119,0,-2.39,-3.72
PG,MOMENTUM,2025-03-04,167.3365,0.805,2025-03-12,165.8685,trailing_stop,165.8685051879929,176.9422,3.2019,0,-1.18,-0.88
GILD,MOMENTUM,2025-03-07,113.6003,0.8535,2025-03-12,109.7198,trailing_stop,109.71980202504326,121.1828,2.5275,0,-3.31,-3.42
CTRA,VALUE,2025-02-25,26.2657,7.0278,2025-03-24,28.5217,take_profit_atr,27.06713306153802,28.5217,0.752,0,15.85,8.59
ABBV,MOMENTUM,2025-03-21,201.5721,0.4789,2025-03-25,193.1669,trailing_stop,193.1669,214.1799,4.2026,0,-4.03,-4.17
ETN,VALUE,2025-02-27,278.1212,0.00010000000000000076,2025-03-25,295.4555,EMA-50 abaixo de EMA-200 — tendência inv,254.0324,309.1688,10.3492,1,0.0,6.23
BAC,VALUE,2025-03-10,38.9636,1.6488,2025-03-26,42.7106,take_profit_atr,40.26027076448614,42.7106,1.249,0,6.18,9.62
GM,VALUE,2025-01-31,47.3313,9.1737,2025-03-28,48.8299,value_trailing_stop,48.82993193060705,53.2164,1.9617,1,13.75,3.17
COIN,VALUE,2025-02-24,198.8639,0.41839999999999977,2025-03-28,173.7598,stop_loss_atr,173.7598,252.23090000000002,17.789,2,-10.5,-12.62
GOOGL,VALUE,2025-02-27,166.4925,2.4913999999999996,2025-03-28,153.5921,stop_loss_atr,153.5921,180.6669,4.7248,1,-32.14,-7.75
A,VALUE,2025-03-04,124.2138,9.999999999975218e-05,2025-03-31,113.3634,stop_loss_atr,113.36340000000001,135.0642,3.6168,1,-0.0,-8.74
BX,VALUE,2025-03-04,137.7475,4.4914000000000005,2025-03-31,128.3623,stop_loss_atr,128.3623,153.8503,5.3676,2,-42.15,-6.81
BKNG,VALUE,2025-03-10,173.5266,2.0982,2025-03-31,179.12,value_trailing_stop,179.1200173548051,191.0931,5.8555,1,11.74,3.22
COST,VALUE,2025-03-10,925.1508,0.31989999999999996,2025-03-31,935.5572,value_trailing_stop,935.5571867544847,1004.0292,26.2928,1,3.33,1.12
AMGN,MOMENTUM,2025-03-21,304.206,0.3173,2025-04-02,291.2028,trailing_stop,291.2028,323.7108,6.5016,0,-4.13,-4.27
CAT,VALUE,2025-02-21,336.2592,0.0004,2025-04-03,311.0799,stop_loss_atr,311.0799,361.43850000000003,8.3931,1,-0.01,-7.49
AMZN,VALUE,2025-03-04,200.6595,2.2119,2025-04-03,184.1653,stop_loss_atr,184.1653,220.3452,6.5619,1,-36.48,-8.22
CRM,VALUE,2025-03-04,274.7584,1.5749,2025-04-03,255.9501,stop_loss_atr,255.9501,303.6436,9.6284,1,-29.62,-6.85
DIS,VALUE,2025-03-10,98.497,3.396,2025-04-03,93.5423,stop_loss_atr,93.5423,106.9327,2.8119,1,-16.83,-5.03
EMR,VALUE,2025-03-21,110.8385,0.871,2025-04-03,101.6795,stop_loss_atr,101.6795,119.9975,3.053,0,-7.98,-8.26
CNX,VALUE,2025-01-06,29.1462,21.259700000000002,2025-04-04,29.5714,value_trailing_stop,29.571401525878905,33.7641,1.5393,2,9.04,1.46
KMI,VALUE,2025-01-27,25.816,5.9064,2025-04-04,26.1247,value_trailing_stop,26.12471126623609,28.1326,0.7722,0,1.82,1.2
VST,VALUE,2025-02-25,137.0161,0.5526,2025-04-04,103.6183,stop_loss_atr,103.6183,170.4139,11.1326,0,-18.46,-24.38
ARM,VALUE,2025-03-04,113.2775,0.1,2025-04-04,96.2106,stop_loss_atr,96.2106,139.5875,8.77,1,-1.71,-15.07
CEG,VALUE,2025-03-04,197.8912,3.1341,2025-04-04,174.9303,stop_loss_atr,174.9303,252.7126,18.2738,2,-71.96,-11.6
CVS,MOMENTUM,2025-03-21,64.0402,1.5075,2025-04-04,61.6558,trailing_stop,61.65577824611015,69.3229,1.7609,0,-3.59,-3.72
FAST,VALUE,2025-03-21,36.4114,2.6513,2025-04-04,36.8178,value_trailing_stop,36.81778786815893,38.8351,0.8079,0,1.08,1.12
EXC,MOMENTUM,2025-03-31,45.3155,8.9253,2025-04-04,44.3011,trailing_stop,44.30106294306441,47.9021,0.8622,1,-9.05,-2.24
YUM,MOMENTUM,2025-03-31,154.4279,0.7011,2025-04-04,151.5303,trailing_stop,151.53031932224528,163.0979,2.89,0,-2.03,-1.88
MCD,MOMENTUM,2025-04-03,311.1514,0.2353,2025-04-04,299.1524,trailing_stop,299.1524,329.1499,5.9995,0,-2.82,-3.86
OTIS,MOMENTUM,2025-04-03,101.8127,0.7191,2025-04-04,98.2783,trailing_stop,98.2783,107.1143,1.7672,0,-2.54,-3.47
RSG,MOMENTUM,2025-04-03,245.804,0.2979,2025-04-04,238.1104,trailing_stop,238.1104,257.3444,3.8468,0,-2.29,-3.13
CDNS,VALUE,2025-02-21,254.8313,9.99999999997808e-05,2025-04-07,226.5068,stop_loss_atr,226.5068,286.7291,10.6326,1,-0.0,-11.12
AAPL,VALUE,2025-04-03,202.1726,0.3458,2025-04-07,181.0031,stop_loss_atr,181.0031,223.3421,7.0565,0,-7.32,-10.47
CSCO,VALUE,2025-04-03,56.0346,1.3066,2025-04-07,52.0719,stop_loss_atr,52.0719,59.9973,1.3209,0,-5.18,-7.07
DIS,VALUE,2025-04-03,87.8902,0.41659999999999997,2025-04-07,79.4824,stop_loss_atr,79.4824,96.298,2.8026,0,-3.5,-9.57
EXPE,VALUE,2025-04-03,151.177,0.3437,2025-04-07,129.8803,stop_loss_atr,129.8803,172.4737,7.0989,0,-7.32,-14.09
GS,VALUE,2025-04-03,500.979,0.1147,2025-04-07,437.1606,stop_loss_atr,437.1606,564.7974,21.2728,0,-7.32,-12.74
SBUX,VALUE,2025-04-03,85.411,0.7754,2025-04-07,75.9712,stop_loss_atr,75.9712,94.8508,3.1466,0,-7.32,-11.05
SYK,VALUE,2025-04-03,364.7236,0.2007,2025-04-07,338.1292,stop_loss_atr,338.1292,391.318,8.8648,0,-5.34,-7.29
TSM,VALUE,2025-04-03,155.4935,0.3849,2025-04-07,136.4768,stop_loss_atr,136.4768,174.5102,6.3389,0,-7.32,-12.23
UNP,VALUE,2025-04-03,218.8641,0.3345,2025-04-07,203.8284,stop_loss_atr,203.8284,233.8998,5.0119,0,-5.03,-6.87
BAC,VALUE,2025-04-03,36.4104,1.842,2025-04-09,32.4366,stop_loss_atr,32.4366,40.3842,1.3246,0,-7.32,-10.91
FTNT,VALUE,2025-04-03,89.4624,0.6982,2025-04-09,93.5106,value_trailing_stop,93.5106,99.9465,3.4947,0,2.83,4.53
KLAC,VALUE,2025-04-03,615.5168,0.022199999999999998,2025-04-09,660.49,value_trailing_stop,660.490018095175,698.0243,27.5025,0,1.0,7.31
META,VALUE,2025-04-03,575.1438,0.5906,2025-04-16,500.4099,stop_loss_atr,500.40990000000005,649.8777,24.9113,1,-44.14,-12.99
CVS,MOMENTUM,2025-04-09,67.0297,1.0391,2025-04-17,61.9645,trailing_stop,61.9645,74.6275,2.5326,0,-5.26,-7.56
EXC,VALUE,2025-04-09,42.7882,1.6278,2025-04-17,46.2751,take_profit_atr,43.95814427691357,46.2751,1.1623,0,5.68,8.15
AMZN,VALUE,2025-04-03,188.9333,0.4559,2025-04-21,165.9272,stop_loss_atr,165.9272,211.9394,7.6687,1,-10.49,-12.18
GOOGL,VALUE,2025-03-28,154.0686,0.00010000000000002447,2025-04-24,158.6899,EMA-50 abaixo de EMA-200 — tendência inv,139.1139,169.0233,4.9849,1,0.0,3.0
GILD,VALUE,2025-04-09,102.5496,0.6515,2025-04-25,91.8612,stop_loss_atr,91.8612,113.238,3.5628,0,-6.96,-10.42
HLT,VALUE,2025-04-03,217.8704,0.0016999999999997774,2025-05-02,239.9795,take_profit_atr,226.13999796842674,239.97949999999997,7.3697,1,0.04,10.15
MAR,VALUE,2025-04-03,222.1335,9.99999999999926e-05,2025-05-02,246.9168,take_profit_atr,231.18245736476607,246.9168,8.2611,0,0.0,11.16
WFC,VALUE,2025-04-03,64.4476,5.4831,2025-05-02,71.5843,take_profit_atr,67.41395239269109,71.5843,2.3789,1,39.13,11.07
VRTX,VALUE,2025-04-09,482.4206,0.1412,2025-05-06,433.1081,stop_loss_atr,433.1081,531.7331,16.4375,0,-6.96,-10.22
FAST,VALUE,2025-04-09,37.2592,1.8693,2025-05-07,38.3338,value_trailing_stop,38.33379472795081,40.7902,1.177,0,2.01,2.88
PH,VALUE,2025-04-03,582.8912,0.00010000000000000404,2025-05-07,615.7651,EMA-50 abaixo de EMA-200 — tendência inv,508.8677,656.9147,24.6745,1,0.0,5.64
MS,VALUE,2025-04-03,104.5736,0.5223,2025-05-08,118.5887,take_profit_atr,111.01164201156847,118.5887,4.6717,0,7.32,13.4
ABBV,VALUE,2025-04-09,172.6143,0.3089,2025-05-08,177.6757,value_trailing_stop,177.67572548400722,195.1539,7.5132,0,1.56,2.93
DE,VALUE,2025-04-09,446.8468,0.1245,2025-05-12,502.7836,take_profit_atr,470.05949969624044,502.7836,18.6456,0,6.96,12.52
IBM,VALUE,2025-04-24,222.1881,0.3724,2025-05-13,249.579,take_profit_atr,234.8457532358602,249.579,9.1303,0,10.2,12.33
AMGN,VALUE,2025-04-09,280.1902,0.00029999999999999916,2025-05-14,251.7727,stop_loss_atr,251.7727,308.6077,9.4725,0,-0.01,-10.14
SHOP,VALUE,2025-05-08,94.0235,1.2021,2025-05-14,111.1037,take_profit_atr,100.49319725341797,111.1037,5.6934,0,20.53,18.17
CSCO,VALUE,2025-04-09,56.8363,1.161,2025-05-15,62.8339,take_profit_atr,60.27225979657085,62.8339,1.9992,0,6.96,10.55
CNX,VALUE,2025-04-24,29.3544,12.464599999999999,2025-05-15,33.0072,take_profit_atr,30.774799084472654,33.0072,1.2176,1,45.53,12.44
SO,VALUE,2025-05-13,81.8215,6.0667,2025-05-20,87.1012,take_profit_atr,84.6001478046277,87.1012,1.7599,1,32.03,6.45
RSG,VALUE,2025-05-13,235.4649,0.8828,2025-05-21,250.3188,take_profit_atr,240.7362112134598,250.3188,4.9513,0,13.11,6.31
TTWO,VALUE,2025-05-02,219.5549,0.411,2025-05-22,224.0644,value_trailing_stop,224.06439877929688,244.6283,8.3578,0,1.85,2.05
PG,VALUE,2025-04-24,155.1079,0.0001000000000000249,2025-05-23,161.1819,EMA-50 abaixo de EMA-200 — tendência inv,141.4675,168.7483,4.5468,0,0.0,3.92
RBLX,MOMENTUM,2025-05-02,74.1085,1.391,2025-05-27,83.6188,take_profit_atr,77.53974633789062,83.6188,3.1701,0,13.23,12.83
DE,MOMENTUM,2025-05-15,520.711,0.7676000000000001,2025-05-29,496.813,ATR Trailing Stop atingido: preço 496.94,490.79653644471887,564.0049,14.4313,1,-18.34,-4.59
JNJ,VALUE,2025-05-14,142.4283,0.7292,2025-05-30,152.3829,take_profit_atr,146.1515344461785,152.3829,3.3182,0,7.26,6.99
CEG,MOMENTUM,2025-05-23,296.0082,0.7117,2025-06-03,311.355,trailing_stop,311.35497434814414,330.636,11.5426,0,10.92,5.18
NET,MOMENTUM,2025-05-13,154.3286,3.2553,2025-06-05,174.5162,take_profit_atr,164.29299731445312,174.5162,6.7292,1,65.72,13.08
CL,VALUE,2025-04-24,90.4374,0.00010000000000004871,2025-06-05,87.9056,EMA-50 abaixo de EMA-200 — tendência inv,83.2278,97.647,2.4032,0,-0.0,-2.8
COST,VALUE,2025-04-09,958.7779,0.0676,2025-06-09,992.4567,value_trailing_stop,992.4567023407898,1061.7529,34.325,0,2.28,3.51
LNG,MOMENTUM,2025-06-02,240.9296,0.3878,2025-06-09,229.6312,trailing_stop,229.6311895973517,258.2063,5.7589,0,-4.38,-4.69
HOOD,MOMENTUM,2025-06-05,74.2983,5.3963,2025-06-09,69.3223,trailing_stop,69.32225305175781,84.4716,3.3911,1,-26.85,-6.7
GE,MOMENTUM,2025-05-28,243.7413,2.0881,2025-06-10,242.1471,trailing_stop,242.14711597638845,260.502,5.5869,1,-3.33,-0.65
VST,MOMENTUM,2025-06-03,175.1486,1.2038,2025-06-10,161.039,trailing_stop,161.039,196.313,7.0548,0,-16.99,-8.06
BSX,VALUE,2025-04-09,96.7942,0.5726,2025-06-11,98.9526,value_trailing_stop,98.95259755859375,108.9553,4.0537,0,1.24,2.23
WMT,MOMENTUM,2025-05-30,97.9259,1.4197,2025-06-11,94.9885,trailing_stop,94.98847470818545,104.0039,2.026,0,-4.17,-3.0
BA,MOMENTUM,2025-05-13,204.2246,2.4306,2025-06-12,203.1413,trailing_stop,203.14125305175781,223.01510000000002,6.2635,1,-2.63,-0.53
RTX,MOMENTUM,2025-05-30,134.3726,1.0346,2025-06-13,143.3723,take_profit_atr,136.22958547061071,143.3723,2.9999,0,9.31,6.7
V,MOMENTUM,2025-05-30,362.4186,0.3836,2025-06-13,356.9832,trailing_stop,356.98317031581684,381.1194,6.2336,0,-2.09,-1.5
SHOP,MOMENTUM,2025-05-16,110.7777,0.9378,2025-06-13,105.3137,ATR Trailing Stop atingido: preço 105.34,103.23100061035156,127.7325,5.6516,0,-5.12,-4.93
RBLX,MOMENTUM,2025-05-30,91.8086,4.7783999999999995,2025-06-16,99.5936,take_profit_atr,94.27250213623047,99.5936,2.595,1,37.2,8.48
EXPE,VALUE,2025-05-09,155.4335,0.8345,2025-06-17,160.4829,value_trailing_stop,160.48293782764233,180.0515,8.206,0,4.21,3.25
D,MOMENTUM,2025-05-30,54.8302,2.5355,2025-06-17,52.3482,trailing_stop,52.3482,58.5532,1.241,0,-6.29,-4.53
GWW,MOMENTUM,2025-05-30,1078.4522,0.1289,2025-06-17,1044.4077,trailing_stop,1044.407689060214,1133.7815,18.4431,0,-4.39,-3.16
MA,VALUE,2025-06-13,541.1701,0.7201000000000001,2025-06-20,550.5855,value_trailing_stop,550.5854732758268,572.7271000000001,10.519,1,6.78,1.74
DRI,MOMENTUM,2025-06-17,218.1595,0.5633,2025-06-20,211.5781,trailing_stop,211.5781305710894,230.0554,3.9653,0,-3.71,-3.02
SPOT,MOMENTUM,2025-05-02,644.161,0.1466,2025-06-24,749.6041,take_profit_atr,666.3427250976563,749.6041,35.1477,0,15.46,16.37
HOOD,MOMENTUM,2025-06-09,73.4184,0.8822,2025-06-25,84.5973,take_profit_atr,76.2342530517578,84.5973,3.7263,0,9.86,15.23
CSCO,MOMENTUM,2025-05-15,62.8299,1.6749,2025-06-26,67.3293,take_profit_atr,63.854432774503024,67.3293,1.4998,0,7.54,7.16
SYK,VALUE,2025-06-20,372.0646,0.4811,2025-06-26,390.0367,take_profit_atr,380.4825722161836,390.0367,5.9907,0,8.65,4.83
KMI,VALUE,2025-04-09,24.9398,2.3075,2025-06-27,27.9575,take_profit_atr,25.98730533460663,27.9575,1.0059,0,6.96,12.1
BLK,MOMENTUM,2025-05-15,961.1602,0.41800000000000004,2025-06-27,1032.3421,take_profit_atr,974.9279720143875,1032.3421,23.7273,1,29.75,7.41
AVGO,MOMENTUM,2025-06-06,247.702,1.5955,2025-06-30,272.4562,take_profit_atr,255.49781411950804,272.4562,8.2514,1,39.5,9.99
WMB,VALUE,2025-04-09,56.4961,5.9998,2025-07-01,57.1603,value_trailing_stop,57.160313901457535,63.6856,2.3965,1,3.99,1.18
CI,VALUE,2025-05-14,306.1114,1.3041,2025-07-01,332.6767,take_profit_atr,315.75626528252343,332.6767,8.8551,1,34.64,8.68
TSLA,MOMENTUM,2025-06-23,348.7672,0.5435,2025-07-01,311.4362,trailing_stop,311.4362,404.7637,18.6655,0,-20.29,-10.7
SPOT,MOMENTUM,2025-06-26,774.1688,0.6721,2025-07-01,728.1438,trailing_stop,728.1438,846.0941,23.9751,1,-30.93,-5.95
VST,MOMENTUM,2025-06-27,194.3425,1.1223,2025-07-01,181.2611,trailing_stop,181.2611,213.9646,6.5407,0,-14.68,-6.73
CVS,MOMENTUM,2025-06-20,64.2372,2.7863,2025-07-07,64.0407,trailing_stop,64.04074811677094,68.6907,1.4845,0,-0.55,-0.31
LNG,VALUE,2025-06-09,226.6163,0.2902,2025-07-09,231.1163,value_trailing_stop,231.11630289851712,245.3606,6.2481,0,1.31,1.99
FTNT,VALUE,2025-05-08,97.7644,1.5637,2025-07-10,100.0162,value_trailing_stop,100.01619664306641,110.8951,4.3769,0,3.52,2.3
VRTX,VALUE,2025-05-08,431.213,9.999999999994783e-05,2025-07-10,482.9033,take_profit_atr,450.09979755859376,482.9033,17.2301,1,0.01,11.99
PLTR,VALUE,2025-06-27,130.7727,1.0784,2025-07-16,150.993,take_profit_atr,138.02979450683594,150.993,6.7401,0,21.81,15.46
ETN,MOMENTUM,2025-06-18,343.1058,1.3123,2025-07-17,368.7858,take_profit_atr,355.0413809005112,368.7858,8.56,1,33.7,7.48
TTWO,MOMENTUM,2025-06-20,238.4296,0.7507,2025-07-17,231.2898,trailing_stop,231.28975183105467,254.9779,5.5161,0,-5.36,-2.99
MMM,MOMENTUM,2025-07-17,156.1587,1.3759,2025-07-18,153.6451,trailing_stop,153.64505127798927,165.1476,2.9963,0,-3.46,-1.61
EXPE,MOMENTUM,2025-07-01,173.0903,1.2542,2025-07-22,187.4384,take_profit_atr,177.84410468433177,187.4384,4.7827,0,18.0,8.29
AR,VALUE,2025-07-10,33.7691,14.907399999999999,2025-07-22,34.839,value_trailing_stop,34.83900106811524,37.580600000000004,1.2705,1,15.95,3.17
TT,MOMENTUM,2025-05-30,427.4304,0.3253,2025-07-23,454.5159,take_profit_atr,436.5318792508712,454.5159,9.0285,0,8.81,6.34
ORLY,VALUE,2025-04-24,90.1672,1.1317,2025-07-24,98.3002,take_profit_atr,94.6779984741211,98.3002,2.711,0,9.2,9.02
PH,MOMENTUM,2025-05-30,683.093,0.647,2025-07-25,732.3305,take_profit_atr,693.4158484572712,732.3304999999999,16.4125,1,31.86,7.21
PANW,VALUE,2025-07-10,192.118,1.1077,2025-07-29,199.7044,value_trailing_stop,199.70439938964844,208.1464,5.3428,0,8.4,3.95
PANW,VALUE,2025-07-29,193.8885,1.1526,2025-07-30,176.7618,stop_loss_atr,176.7618,211.0152,5.7089,0,-19.74,-8.83
APP,VALUE,2025-06-27,333.8634,0.3703,2025-07-31,392.7504,take_profit_atr,358.6620134277344,392.7504,19.629,0,21.81,17.64
CVS,VALUE,2025-07-18,58.0726,7.7638,2025-07-31,62.4723,value_trailing_stop,62.47226398202889,62.2585,1.3953,1,34.16,7.58
RBLX,MOMENTUM,2025-07-23,118.6597,1.5427,2025-07-31,139.8945,trailing_stop,139.89449633789062,131.4943,4.2782,0,32.76,17.9
HPE,MOMENTUM,2025-07-10,20.9218,10.1714,2025-08-01,19.6702,trailing_stop,19.6702,22.7992,0.6258,0,-12.73,-5.98
MDT,MOMENTUM,2025-07-11,87.8961,2.4165,2025-08-01,87.2958,trailing_stop,87.29575705714214,92.3193,1.4744,0,-1.45,-0.68
BX,MOMENTUM,2025-07-17,166.4861,1.2906,2025-08-01,164.78,trailing_stop,164.77999378697152,178.7081,4.074,0,-2.2,-1.02
ETN,MOMENTUM,2025-07-17,376.4465,0.5708,2025-08-01,373.3461,trailing_stop,373.34606298152084,402.4028,8.6521,0,-1.77,-0.82
GWW,VALUE,2025-07-17,1013.6097,0.212,2025-08-01,951.108,stop_loss_atr,951.108,1076.1114,20.8339,0,-13.25,-6.17
BKR,MOMENTUM,2025-07-29,44.9849,4.9677,2025-08-01,42.6141,trailing_stop,42.6141,48.5411,1.1854,0,-11.78,-5.27
SMCI,MOMENTUM,2025-07-29,58.6447,3.8106,2025-08-01,55.5725,trailing_stop,55.57250061035156,66.7897,2.715,0,-11.71,-5.24
XOM,VALUE,2025-07-18,104.4669,1.3677,2025-08-04,105.2147,value_trailing_stop,105.21465527090942,110.9088,2.1473,0,1.02,0.72
ABT,VALUE,2025-07-17,120.4626,4.3137,2025-08-05,129.3993,take_profit_atr,123.4684281192307,129.39929999999998,2.9789,1,38.55,7.42
MCD,VALUE,2025-06-16,286.4589,1.3981999999999999,2025-08-06,301.3383,take_profit_atr,295.1826834339812,301.3383,4.9598,1,20.8,5.19
ORLY,MOMENTUM,2025-07-24,98.1845,1.867,2025-08-06,104.1695,take_profit_atr,99.68249816894532,104.1695,1.995,0,11.17,6.1
EXC,VALUE,2025-05-13,41.4634,11.9717,2025-08-07,44.3674,take_profit_atr,42.56782630959916,44.3674,0.968,1,34.77,7.0
V,VALUE,2025-06-13,350.1723,0.2713,2025-08-07,328.4808,stop_loss_atr,328.4808,371.8638,7.2305,0,-5.88,-6.19
CEG,MOMENTUM,2025-07-23,336.8151,1.4689999999999999,2025-08-07,323.6515,trailing_stop,323.651508445412,374.5929,12.5926,1,-19.34,-3.91
ABNB,VALUE,2025-08-06,130.5326,0.559,2025-08-07,120.8171,stop_loss_atr,120.8171,140.2481,3.2385,0,-5.43,-7.44
EXPE,MOMENTUM,2025-08-07,186.5862,0.3959,2025-08-08,199.2507,trailing_stop,199.25072462792536,201.627,5.0136,0,5.01,6.79
IBM,VALUE,2025-07-31,245.0665,2.089,2025-08-12,229.1618,stop_loss_atr,229.1618,262.8031,5.9122,1,-33.22,-6.49
ABBV,VALUE,2025-07-31,184.6836,1.2055,2025-08-14,198.2091,take_profit_atr,191.2885356299227,198.2091,4.5085,0,16.3,7.32
AMAT,VALUE,2025-07-31,178.7934,1.2452,2025-08-15,163.392,stop_loss_atr,163.392,194.1948,5.1338,0,-19.18,-8.61
CDNS,MOMENTUM,2025-07-31,364.6611,0.6105,2025-08-15,345.1411,trailing_stop,345.1411,393.9411,9.76,0,-11.92,-5.35
CVS,VALUE,2025-07-31,60.5774,3.6753,2025-08-15,66.4103,take_profit_atr,63.529527135471355,66.4103,1.9443,0,21.44,9.63
RBLX,MOMENTUM,2025-08-01,125.0613,0.9859,2025-08-15,118.9598,trailing_stop,118.95975183105469,144.4056,6.4481,0,-6.02,-4.88
SHOP,MOMENTUM,2025-08-06,151.8223,2.5248,2025-08-15,142.1719,trailing_stop,142.1719,170.97250000000003,6.3834,1,-24.37,-6.36
WMT,MOMENTUM,2025-08-06,102.5286,0.7116,2025-08-15,99.8147,trailing_stop,99.8147157531133,107.373,1.6148,0,-1.93,-2.65
AZO,MOMENTUM,2025-07-29,3874.8186,0.0577,2025-08-19,4102.5036,take_profit_atr,3948.62236328125,4102.5036,75.895,0,13.14,5.88
AVGO,MOMENTUM,2025-07-31,292.0982,0.7622,2025-08-19,294.9868,trailing_stop,294.98676782243,316.7624,8.2214,0,2.2,0.99
MDT,MOMENTUM,2025-08-18,90.721,0.7123,2025-08-19,88.0314,trailing_stop,88.0314,94.7554,1.3448,0,-1.92,-2.96
OTIS,VALUE,2025-07-25,86.9007,0.00010000000000002468,2025-08-19,87.2252,EMA-50 abaixo de EMA-200 — tendência inv,80.693,94.2342,2.4445,1,0.0,0.37
VZ,VALUE,2025-04-09,39.5569,1.7607,2025-08-20,43.1608,take_profit_atr,41.15212826886148,43.1608,1.2013,0,6.35,9.11
BLK,MOMENTUM,2025-07-17,1089.0675,0.1973,2025-08-20,1098.0737,trailing_stop,1098.0736587127158,1156.548,22.4935,0,1.78,0.83
VST,MOMENTUM,2025-08-07,204.8548,0.3606,2025-08-20,188.7165,trailing_stop,188.71651272513463,233.2444,9.4632,0,-5.82,-7.88
GWW,VALUE,2025-08-01,924.6312,0.00010000000000001109,2025-08-21,987.6014,EMA-50 abaixo de EMA-200 — tendência inv,947.8217968590967,999.1002,24.823,0,0.01,6.81
D,MOMENTUM,2025-08-04,59.1454,2.0316,2025-08-25,57.7426,trailing_stop,57.742608380007766,62.3548,1.0698,0,-2.85,-2.37
DXCM,VALUE,2025-08-05,76.1362,0.0014999999999995696,2025-08-25,77.5012,value_trailing_stop,77.50120061035156,83.4244,2.4294,1,0.0,1.79
V,VALUE,2025-08-07,329.5698,0.2241,2025-08-26,349.2765,take_profit_atr,338.10957235737396,349.2765,6.5689,0,4.42,5.98
